rank,origin_stop_id,origin_stop_name,depart_hhmm,day_name,poi_id,name,type,rating,vote_count,lat,lon,nearest_stop_id,nearest_stop_name,walk_dist_m,walk_time_min,path_type,route_path_dirs,route_path_labels,route_path_text,transfer_stop_ids,transfer_stop_names,transfer_stop_names_text,transfers,board_wait_total_min,transfer_extra_min,in_vehicle_min,transit_eta_min,eta_total_min,arrival_hhmm,open_hhmm,close_hhmm,open_days,hours_source_type,needs_review,is_open_on_day,is_open_on_arrival,can_visit_min_stay,visit_margin_min,score_eta,score_walk,score_transfers,score_operating_margin,score_rating,score_popularity,recommendation_score,recommendation_reason,scenario_id,preferred_types_text
1,HT_110,Malioboro 1,09:00,Sabtu,315,Malioboro,"Buatan, Budaya dan Sejarah",4.7,3752.0,-7.7982487,110.3652793,HT_112,Malioboro 3,186.212970144772,2.32766212680965,direct,['10_0'],['10'],10,[],[],,0,7.5,0.0,4.0,11.5,13.82766212680965,09:14,00:00,23:59,24 jam,wisata_jogja_csv,0,1,1,1,885.1723378731904,0.8625671224428919,0.8473360418591767,1.0,1.0,0.925,0.7186584884273449,0.8997986256482147,"ETA total 13.8 menit, tanpa transit, jalan kaki akhir 186 m dari Malioboro 3, tiba 09:14, buka 00:00–23:59, naik 10.",malioboro_umum_sabtu_0900,semua kategori
2,HT_110,Malioboro 1,09:00,Sabtu,13,Museum Benteng Vredeburg,Budaya dan Sejarah,4.6,15279.0,-7.799287456,110.3661757,HT_112,Malioboro 3,146.5346532221909,1.8316831652773864,direct,['10_0'],['10'],10,[],[],,0,7.5,0.0,4.0,11.5,13.331683165277386,09:13,08:00,20:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,646.6683168347226,0.868274669617555,0.8853087943526377,1.0,0.8333558103902291,0.8999999999999999,0.8525269902932129,0.8969198237903553,"ETA total 13.3 menit, tanpa transit, jalan kaki akhir 147 m dari Malioboro 3, tiba 09:13, buka 08:00–20:00, naik 10.",malioboro_umum_sabtu_0900,semua kategori
3,HT_110,Malioboro 1,09:00,Sabtu,335,Pasar Kembang,Desa Wisata,4.2,793.0,-7.7899242,110.3651209,HT_110,Malioboro 1,150.79287383777944,1.884910922972243,walk_only,[],[],walk_only,[],[],,0,0.0,0.0,0.0,0.0,1.884910922972243,09:02,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,478.11508907702773,1.0,0.8812336124891077,1.0,0.4503233361118792,0.8,0.5705603354192821,0.8798070728799736,"ETA total 1.9 menit, tanpa transit, jalan kaki akhir 151 m dari Malioboro 1, tiba 09:02, buka 08:00–17:00, cukup berjalan kaki dari halte asal.",malioboro_umum_sabtu_0900,semua kategori
4,HT_110,Malioboro 1,09:00,Sabtu,12,Masjid Gedhe Kauman,Budaya dan Sejarah,4.8,9784.0,-7.802697521,110.3625956,HT_075,KHA Dahlan - A,313.703245147686,3.921290564346075,direct,['10_0'],['10'],10,[],[],,0,7.5,0.0,6.0,13.5,17.421290564346076,09:17,00:00,23:59,24 jam,wisata_jogja_csv,0,1,1,1,881.5787094356539,0.8212129412653596,0.7253259105460259,1.0,1.0,0.95,0.8100306449853498,0.8679912438013485,"ETA total 17.4 menit, tanpa transit, jalan kaki akhir 314 m dari KHA Dahlan - A, tiba 09:17, buka 00:00–23:59, naik 10.",malioboro_umum_sabtu_0900,semua kategori
5,HT_110,Malioboro 1,09:00,Sabtu,46,Jogja National Museum,"Museum, Budaya dan Sejarah",4.6,5041.0,-7.8001175,110.3534164,HT_147,Pasar Serangan - A,142.6935420729868,1.783669275912335,direct,['13_0'],['13'],13,[],[],,0,7.5,0.0,12.0,19.5,21.283669275912334,09:21,08:00,20:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,638.7163307240877,0.776766078772293,0.8889847961158475,1.0,0.8152851453789237,0.8999999999999999,0.7468099251292143,0.8585340975878252,"ETA total 21.3 menit, tanpa transit, jalan kaki akhir 143 m dari Pasar Serangan - A, tiba 09:21, buka 08:00–20:00, naik 13.",malioboro_umum_sabtu_0900,semua kategori
6,HT_110,Malioboro 1,09:00,Sabtu,324,Nol Kilometer Jl.Malioboro,Lainnya,4.7,565.0,-7.8013803,110.3647652,HT_112,Malioboro 3,166.58787159906905,2.082348394988363,direct,['10_0'],['10'],10,[],[],,0,7.5,0.0,4.0,11.5,13.582348394988363,09:14,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,466.41765160501166,0.865390104475511,0.8661175595125037,1.0,0.4237412381169148,0.925,0.5382858246513892,0.8378984635131905,"ETA total 13.6 menit, tanpa transit, jalan kaki akhir 167 m dari Malioboro 3, tiba 09:14, buka 08:00–17:00, naik 10.",malioboro_umum_sabtu_0900,semua kategori
7,HT_110,Malioboro 1,09:00,Sabtu,332,Candi Donotirto,Lainnya,4.4,213.0,-7.7955613,110.3612095,HT_143,Pasar Pathuk,86.86678014603726,1.0858347518254656,direct,['L-1_0'],['L-1'],L-1,[],[],,0,7.5,0.0,8.0,15.5,16.585834751825466,09:17,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,463.4141652481745,0.8308270657184944,0.9424118559707221,1.0,0.41691589975926313,0.8500000000000001,0.4455479908354407,0.8282408337133156,"ETA total 16.6 menit, tanpa transit, jalan kaki akhir 87 m dari Pasar Pathuk, tiba 09:17, buka 08:00–17:00, naik L-1.",malioboro_umum_sabtu_0900,semua kategori
8,HT_110,Malioboro 1,09:00,Sabtu,103,Pangurakan Gate,Lainnya,4.6,163.0,-7.8015969,110.3646114,HT_112,Malioboro 3,193.43365989848294,2.417920748731037,direct,['10_0'],['10'],10,[],[],,0,7.5,0.0,4.0,11.5,13.917920748731037,09:14,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,466.08207925126896,0.8615284587444462,0.8404257319943524,1.0,0.4229786593715332,0.8999999999999999,0.42017479696975624,0.8229267127450678,"ETA total 13.9 menit, tanpa transit, jalan kaki akhir 193 m dari Malioboro 3, tiba 09:14, buka 08:00–17:00, naik 10.",malioboro_umum_sabtu_0900,semua kategori
9,HT_110,Malioboro 1,09:00,Sabtu,98,Gereja Sayidan,Lainnya,4.2,616.0,-7.8035488,110.3698419,HT_089,Katamso,114.9863851046879,1.4373298138085988,direct,['2A_0'],['2A'],2A,[],[],,0,7.5,0.0,9.0,16.5,17.9373298138086,09:18,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,462.06267018619144,0.8152745475254601,0.9155009665448386,1.0,0.41384466520355034,0.8,0.546512025541429,0.8171563527403051,"ETA total 17.9 menit, tanpa transit, jalan kaki akhir 115 m dari Katamso, tiba 09:18, buka 08:00–17:00, naik 2A.",malioboro_umum_sabtu_0900,semua kategori
10,HT_110,Malioboro 1,09:00,Sabtu,141,Kampung Wisata Sosromenduran,Lainnya,4.0,36.0,-7.79219,110.362151,HT_230,Sosrowijayan,60.2166404226106,0.7527080052826325,direct,['L-1_0'],['L-1'],L-1,[],[],,0,7.5,0.0,9.0,16.5,17.25270800528263,09:17,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,462.74729199471733,0.8231529286102006,0.9679164448273606,1.0,0.415400449027765,0.75,0.2782055438904824,0.812137136076343,"ETA total 17.3 menit, tanpa transit, jalan kaki akhir 60 m dari Sosrowijayan, tiba 09:17, buka 08:00–17:00, naik L-1.",malioboro_umum_sabtu_0900,semua kategori
11,HT_110,Malioboro 1,09:00,Sabtu,99,Sokkel klok voor Eeuw Nederlandsch-Indische,Lainnya,5.0,2.0,-7.7995673,110.3649177,HT_112,Malioboro 3,38.03754362272986,0.4754692952841232,direct,['10_0'],['10'],10,[],[],,0,7.5,0.0,4.0,11.5,11.975469295284123,09:12,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,468.02453070471586,0.8838814901528556,0.9891421776363821,1.0,0.4273928257228826,1.0,0.038660556735815144,0.8018592674898548,"ETA total 12.0 menit, tanpa transit, jalan kaki akhir 38 m dari Malioboro 3, tiba 09:12, buka 08:00–17:00, naik 10.",malioboro_umum_sabtu_0900,semua kategori
12,HT_110,Malioboro 1,09:00,Sabtu,357,Plengkung Wijilan,Lainnya,4.6,261.0,-7.8038148,110.3666102,HT_213,Senopati,261.5637041030581,3.2695463012882264,direct,['1A_0'],['1A'],1A,[],[],,0,7.5,0.0,6.0,13.5,16.769546301288226,09:17,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,463.2304536987118,0.828712979403523,0.7752242439625713,1.0,0.41649842042480995,0.8999999999999999,0.4648435560616295,0.7999864114293097,"ETA total 16.8 menit, tanpa transit, jalan kaki akhir 262 m dari Senopati, tiba 09:17, buka 08:00–17:00, naik 1A.",malioboro_umum_sabtu_0900,semua kategori
1,HT_110,Malioboro 1,09:00,Sabtu,45,Central Museum of the Air Force Dirgantara Mandala,Museum,4.5,9828.0,-7.7899338,110.4156788,HT_062,Janti Selatan,736.1693580891927,9.202116976114908,direct,['6_0'],['6'],6,[],[],,0,7.5,0.0,27.0,34.5,43.70211697611491,09:44,08:00,15:30,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,346.2978830238851,1.0,0.0,1.0,0.0,1.0,0.0,0.65,"ETA total 43.7 menit, tanpa transit, jalan kaki akhir 736 m dari Janti Selatan, tiba 09:44, buka 08:00–15:30, naik 6.",malioboro_budaya_sabtu_0900,"Budaya_Dan_Sejarah, Museum"
2,HT_110,Malioboro 1,09:00,Sabtu,344,Monumen Yogya Kembali,Museum,4.5,11302.0,-7.7495904,110.3696068,HT_119,Monjali - A,243.71750391416555,3.0464687989270693,one_transfer,"['L-1_0', '2B_0']","['L-1', '2B']",L-1 > 2B,['HT_054'],['Hotel Utara - A'],Hotel Utara - A,1,15.0,5.0,33.0,53.0,56.046468798927066,09:56,08:00,16:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,363.9535312010729,0.0,1.0,0.8,1.0,1.0,1.0,0.6100000000000001,"ETA total 56.0 menit, 1 transit via Hotel Utara - A, jalan kaki akhir 244 m dari Monjali - A, tiba 09:56, buka 08:00–16:00, naik L-1 -> 2B.",malioboro_budaya_sabtu_0900,"Budaya_Dan_Sejarah, Museum"
1,HT_247,Terminal Jombor,09:00,Sabtu,344,Monumen Yogya Kembali,Museum,4.5,11302.0,-7.7495904,110.3696068,HT_119,Monjali - A,243.71750391416555,3.0464687989270693,direct,['2A_0'],['2A'],2A,[],[],,0,7.5,0.0,3.0,10.5,13.54646879892707,09:14,08:00,16:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,406.4535312010729,1.0,0.7271056833814367,1.0,0.19850518391220545,0.5999999999999996,0.7637853640899718,0.8134609232720064,"ETA total 13.5 menit, tanpa transit, jalan kaki akhir 244 m dari Monjali - A, tiba 09:14, buka 08:00–16:00, naik 2A.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
2,HT_247,Terminal Jombor,09:00,Sabtu,108,Bundaran UGM,Buatan,4.7,3535.0,-7.7760052,110.3760616,HT_194,SMPN 1 - A,164.98248529494938,2.062281066186867,one_transfer,"['2A_0', '2B_0']","['2A', '2B']",2A > 2B,['HT_077'],['KR - A'],KR - A,1,15.0,5.0,16.0,36.0,38.06228106618687,09:38,00:00,23:59,24 jam,wisata_jogja_csv,0,1,1,1,860.9377189338131,0.5266481387017171,0.8221839244511002,0.8,1.0,1.0,0.528728506847602,0.7352000587782012,"ETA total 38.1 menit, 1 transit via KR - A, jalan kaki akhir 165 m dari SMPN 1 - A, tiba 09:38, buka 00:00–23:59, naik 2A -> 2B.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
3,HT_247,Terminal Jombor,09:00,Sabtu,121,Sindu Kusuma Edupark (SKE),Buatan,4.2,14072.0,-7.7672973,110.3542486,HT_238,TVRI - A,845.8392814639777,10.57299101829972,direct,['9_0'],['9'],9,[],[],,0,7.5,0.0,7.0,14.5,25.07299101829972,09:25,09:00,17:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,454.9270089817003,0.7774456466154893,0.0,1.0,0.3224142214074881,0.0,0.8081217610035425,0.5447534865063471,"ETA total 25.1 menit, tanpa transit, jalan kaki akhir 846 m dari TVRI - A, tiba 09:25, buka 09:00–17:00, naik 9.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
4,HT_247,Terminal Jombor,09:00,Sabtu,25,Taman Pintar Yogyakarta,Buatan,4.5,4846.0,-7.799757357,110.3678697,HT_235,Suryotomo,168.24211007157086,2.1030263758946357,one_transfer,"['2A_0', '10_0']","['2A', '10']",2A > 10,['HT_213'],['Senopati'],Senopati,1,15.0,5.0,27.0,47.0,49.103026375894636,09:49,08:30,16:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,370.8969736241054,0.31347317694653,0.8182476913016915,0.8,0.10761467991440002,0.5999999999999996,0.5925183791519273,0.5337525371406602,"ETA total 49.1 menit, 1 transit via Senopati, jalan kaki akhir 168 m dari Suryotomo, tiba 09:49, buka 08:30–16:00, naik 2A -> 10.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
5,HT_247,Terminal Jombor,09:00,Sabtu,358,Kids Fun Galleria Mall,Buatan,4.4,1693.0,-7.7823797,110.3791605,HT_044,Galeria Mall,17.731633137508094,0.22164541421885117,2_transfers,"['2A_0', '10_0', '4B_0']","['2A', '10', '4B']",2A > 10 > 4B,"['HT_077', 'HT_183']","['KR - A', 'SGM Kusumanegara - A']",KR - A > SGM Kusumanegara - A,2,22.5,10.0,31.0,63.5,63.72164541421885,10:04,10:00,22:00,Setiap hari,wisata_jogja_csv,0,1,1,1,716.2783545857811,0.031216547797740968,1.0,0.6,0.9904866429584119,0.40000000000000036,0.3798744164583599,0.48896817684796856,"ETA total 63.7 menit, 2 transit via KR - A > SGM Kusumanegara - A, jalan kaki akhir 18 m dari Galeria Mall, tiba 10:04, buka 10:00–22:00, naik 2A -> 10 -> 4B.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
6,HT_247,Terminal Jombor,09:00,Sabtu,343,Gembira Loka Zoo,Buatan,4.5,36337.0,-7.8062344,110.3967977,HT_048,Gembira Loka - A,563.2310129114242,7.040387661392802,2_transfers,"['2A_0', '10_0', '1B_0']","['2A', '10', '1B']",2A > 10 > 1B,"['HT_077', 'HT_007']","['KR - A', 'BKPM']",KR - A > BKPM,2,22.5,10.0,20.0,52.5,59.5403876613928,10:00,08:00,16:00,Setiap hari,wisata_jogja_csv,0,1,1,1,360.45961233860726,0.11194836766533145,0.34126996547330435,0.6,0.08093445291006766,0.5999999999999996,1.0,0.3455293670685336,"ETA total 59.5 menit, 2 transit via KR - A > BKPM, jalan kaki akhir 563 m dari Gembira Loka - A, tiba 10:00, buka 08:00–16:00, naik 2A -> 10 -> 1B.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
7,HT_247,Terminal Jombor,09:00,Sabtu,47,Museum Satwa Gembira Loka Zoo,Buatan,4.4,258.0,-7.8053239,110.3980306,HT_048,Gembira Loka - A,402.00197367139504,5.025024670892438,2_transfers,"['2A_0', '10_0', '1B_0']","['2A', '10', '1B']",2A > 10 > 1B,"['HT_077', 'HT_007']","['KR - A', 'BKPM']",KR - A > BKPM,2,22.5,10.0,20.0,52.5,57.525024670892435,09:58,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,422.47497532910756,0.15086104216068275,0.5359657149520809,0.6,0.23945957406703394,0.40000000000000036,0.0,0.3439404651533586,"ETA total 57.5 menit, 2 transit via KR - A > BKPM, jalan kaki akhir 402 m dari Gembira Loka - A, tiba 09:58, buka 08:00–17:00, naik 2A -> 10 -> 1B.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
8,HT_247,Terminal Jombor,09:00,Sabtu,45,Central Museum of the Air Force Dirgantara Mandala,Museum,4.5,9828.0,-7.7899338,110.4156788,HT_062,Janti Selatan,736.1693580891927,9.202116976114908,one_transfer,"['9_0', '5A_0']","['9', '5A']",9 > 5A,['HT_238'],['TVRI - A'],TVRI - A,1,15.0,5.0,32.0,52.0,61.20211697611491,10:01,08:00,15:30,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,328.7978830238851,0.0798636602315056,0.13243438047748746,0.8,0.0,0.5999999999999996,0.7355214324721069,0.3112152288001298,"ETA total 61.2 menit, 1 transit via TVRI - A, jalan kaki akhir 736 m dari Janti Selatan, tiba 10:01, buka 08:00–15:30, naik 9 -> 5A.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
9,HT_247,Terminal Jombor,09:00,Sabtu,353,Embung Tambakboyo,Buatan,4.4,8564.0,-7.756227,110.4150131,HT_156,Polsek Depok Timur - A,707.0728844159694,8.838411055199618,2_transfers,"['2B_0', '3B_0', '3A_0']","['2B', '3B', '3A']",2B > 3B > 3A,"['HT_090', 'HT_060']","['Kentungan', 'Instiper - A']",Kentungan > Instiper - A,2,22.5,10.0,24.0,56.5,65.33841105519961,10:05,06:00,18:00,Setiap hari,wisata_jogja_csv,0,1,1,1,474.6615889448004,0.0,0.1675704811185389,0.6,0.3728602162186692,0.40000000000000036,0.70767780780362,0.2661840082357557,"ETA total 65.3 menit, 2 transit via Kentungan > Instiper - A, jalan kaki akhir 707 m dari Polsek Depok Timur - A, tiba 10:05, buka 06:00–18:00, naik 2B -> 3B -> 3A.",jombor_keluarga_sabtu_0900,"Buatan, Wisata Air, Museum"
1,HT_012,Bandara Adisujtipto,09:00,Sabtu,108,Bundaran UGM,Buatan,4.7,3535.0,-7.7760052,110.3760616,HT_194,SMPN 1 - A,164.98248529494938,2.062281066186867,direct,['5B_0'],['5B'],5B,[],[],,0,7.5,0.0,26.0,33.5,35.56228106618687,09:36,00:00,23:59,24 jam,wisata_jogja_csv,0,1,1,1,863.4377189338131,0.7347618056473693,0.8676539386109839,1.0,1.0,0.925,0.7129795815007426,0.8588463987738132,"ETA total 35.6 menit, tanpa transit, jalan kaki akhir 165 m dari SMPN 1 - A, tiba 09:36, buka 00:00–23:59, naik 5B.",adisutjipto_umum_sabtu_0900,semua kategori
2,HT_012,Bandara Adisujtipto,09:00,Sabtu,71,Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,Lainnya,4.7,15.0,-7.7839154,110.3932776,HT_047,Gedung Wanita,102.32514662803223,1.2790643328504028,direct,['5B_0'],['5B'],5B,[],[],,0,7.5,0.0,15.0,22.5,23.779064332850403,09:24,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,456.22093566714955,0.9287696576661015,0.9276179642459461,1.0,0.43095808413371844,0.925,0.19827197480942851,0.8561023801861681,"ETA total 23.8 menit, tanpa transit, jalan kaki akhir 102 m dari Gedung Wanita, tiba 09:24, buka 08:00–17:00, naik 5B.",adisutjipto_umum_sabtu_0900,semua kategori
3,HT_012,Bandara Adisujtipto,09:00,Sabtu,48,Museum TNI AD Dharma Wiratama,Lainnya,4.7,483.0,-7.7823778,110.3754172,HT_024,Cik Di Tiro,34.58291274888769,0.4322864093610962,direct,['5B_0'],['5B'],5B,[],[],,0,7.5,0.0,25.0,32.5,32.9322864093611,09:33,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,447.06771359063896,0.7780640401507852,0.9924483119007118,1.0,0.4112121386397475,0.925,0.5233628841000727,0.8306014345018956,"ETA total 32.9 menit, tanpa transit, jalan kaki akhir 35 m dari Cik Di Tiro, tiba 09:33, buka 08:00–17:00, naik 5B.",adisutjipto_umum_sabtu_0900,semua kategori
4,HT_012,Bandara Adisujtipto,09:00,Sabtu,25,Taman Pintar Yogyakarta,Buatan,4.5,4846.0,-7.799757357,110.3678697,HT_235,Suryotomo,168.24211007157086,2.1030263758946357,direct,['3B_0'],['3B'],3B,[],[],,0,7.5,0.0,18.0,25.5,27.603026375894636,09:28,08:30,16:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,392.3969736241054,0.8658090350312577,0.8645344281462203,1.0,0.2932727460989984,0.875,0.7430490999521121,0.8299197774976896,"ETA total 27.6 menit, tanpa transit, jalan kaki akhir 168 m dari Suryotomo, tiba 09:28, buka 08:30–16:00, naik 3B.",adisutjipto_umum_sabtu_0900,semua kategori
5,HT_012,Bandara Adisujtipto,09:00,Sabtu,463,Blue Lagoon Jogja,"Alam, Wisata Air",4.3,3585.0,-7.7044358,110.45026,HT_223,Simpang Kenti - A,260.5366515925097,3.2567081449063715,direct,['14_0'],['14'],14,[],[],,0,7.5,0.0,21.0,28.5,31.756708144906373,09:32,07:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,448.2432918550936,0.797419655780049,0.7762071488286456,1.0,0.413748175036525,0.825,0.7143183940741457,0.793929046496106,"ETA total 31.8 menit, tanpa transit, jalan kaki akhir 261 m dari Simpang Kenti - A, tiba 09:32, buka 07:00–17:00, naik 14.",adisutjipto_umum_sabtu_0900,semua kategori
6,HT_012,Bandara Adisujtipto,09:00,Sabtu,318,TemenNyantai TransWisata,Lainnya,4.6,17.0,-7.7689452,110.4261352,HT_033,Disnakertrans - A,556.2267581446479,6.952834476808098,direct,['14_0'],['14'],14,[],[],,0,7.5,0.0,5.0,12.5,19.4528344768081,09:19,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,460.5471655231919,1.0,0.4932272217118414,1.0,0.440290917776095,0.8999999999999999,0.20950243001124927,0.7931496576205402,"ETA total 19.5 menit, tanpa transit, jalan kaki akhir 556 m dari Disnakertrans - A, tiba 09:19, buka 08:00–17:00, naik 14.",adisutjipto_umum_sabtu_0900,semua kategori
7,HT_012,Bandara Adisujtipto,09:00,Sabtu,110,Situs Gedong Pusoko,Lainnya,5.0,1.0,-7.807846,110.4037578,HT_013,Banguntapan - A,175.55390636275996,2.1944238295344993,direct,['3B_0'],['3B'],3B,[],[],,0,7.5,0.0,15.0,22.5,24.6944238295345,09:25,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,455.30557617046554,0.9136984819595384,0.8575369279400077,1.0,0.42898340914191474,1.0,0.0,0.7842001951880314,"ETA total 24.7 menit, tanpa transit, jalan kaki akhir 176 m dari Banguntapan - A, tiba 09:25, buka 08:00–17:00, naik 3B.",adisutjipto_umum_sabtu_0900,semua kategori
8,HT_012,Bandara Adisujtipto,09:00,Sabtu,53,Museum of Biology UGM,Lainnya,4.4,389.0,-7.8017655,110.3744009,HT_122,Museum Biologi,31.533729497461234,0.39417161871826545,one_transfer,"['3B_0', '1B_0']","['3B', '1B']",3B > 1B,['HT_064'],['Jayakarta'],Jayakarta,1,15.0,5.0,14.0,34.0,34.39417161871827,09:34,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,445.60582838128175,0.753994448987029,0.9953664266266853,0.8,0.40805846166991977,0.8500000000000001,0.5027734681115883,0.7739158620433686,"ETA total 34.4 menit, 1 transit via Jayakarta, jalan kaki akhir 32 m dari Museum Biologi, tiba 09:34, buka 08:00–17:00, naik 3B -> 1B.",adisutjipto_umum_sabtu_0900,semua kategori
9,HT_012,Bandara Adisujtipto,09:00,Sabtu,115,Gapura Sawojajar Wijilan,Lainnya,5.0,1.0,-7.8052478,110.3666595,HT_071,Jogjatronik,310.4567928128237,3.8807099101602964,direct,['5B_0'],['5B'],5B,[],[],,0,7.5,0.0,13.0,20.5,24.380709910160295,09:24,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,455.61929008983975,0.9188637067893572,0.7284328147837756,1.0,0.42966017388124733,1.0,0.0,0.7602548777211549,"ETA total 24.4 menit, tanpa transit, jalan kaki akhir 310 m dari Jogjatronik, tiba 09:24, buka 08:00–17:00, naik 5B.",adisutjipto_umum_sabtu_0900,semua kategori
10,HT_012,Bandara Adisujtipto,09:00,Sabtu,46,Jogja National Museum,"Museum, Budaya dan Sejarah",4.6,5041.0,-7.8001175,110.3534164,HT_147,Pasar Serangan - A,142.6935420729868,1.783669275912335,one_transfer,"['14_0', '9_0']","['14', '9']",14 > 9,['HT_076'],['KKP Yogyakarta'],KKP Yogyakarta,1,15.0,5.0,21.0,41.0,42.78366927591234,09:43,08:00,20:00,Selasa–Minggu,wisata_jogja_csv,0,1,1,1,617.2163307240877,0.6158633718098091,0.8889847961158475,0.8,0.7782681645624163,0.8999999999999999,0.7468099251292143,0.7585164520693051,"ETA total 42.8 menit, 1 transit via KKP Yogyakarta, jalan kaki akhir 143 m dari Pasar Serangan - A, tiba 09:43, buka 08:00–20:00, naik 14 -> 9.",adisutjipto_umum_sabtu_0900,semua kategori
11,HT_012,Bandara Adisujtipto,09:00,Sabtu,60,Museum Rs Mata Dr Yap,Lainnya,4.5,79.0,-7.780141,110.3741398,HT_024,Cik Di Tiro,268.3301040166226,3.3541263002077826,direct,['5B_0'],['5B'],5B,[],[],,0,7.5,0.0,25.0,32.5,35.85412630020778,09:36,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,444.1458736997922,0.7299566435039866,0.7687486963809819,1.0,0.40490894936448363,0.875,0.351729731055699,0.754811945991825,"ETA total 35.9 menit, tanpa transit, jalan kaki akhir 268 m dari Cik Di Tiro, tiba 09:36, buka 08:00–17:00, naik 5B.",adisutjipto_umum_sabtu_0900,semua kategori
12,HT_012,Bandara Adisujtipto,09:00,Sabtu,155,LEGAWONG,Lainnya,4.4,423.0,-7.8235991,110.3928814,HT_242,Tegal Gendu - A,298.77827543045066,3.734728442880633,direct,['3B_0'],['3B'],3B,[],[],,0,7.5,0.0,25.0,32.5,36.23472844288063,09:36,08:00,17:00,Setiap hari,wisata_jogja_csv,0,1,1,1,443.7652715571194,0.7236901200371999,0.7396093334581113,1.0,0.40408788885690644,0.8500000000000001,0.5107433498988074,0.7521593650852733,"ETA total 36.2 menit, tanpa transit, jalan kaki akhir 299 m dari Tegal Gendu - A, tiba 09:36, buka 08:00–17:00, naik 3B.",adisutjipto_umum_sabtu_0900,semua kategori
